STATION,DATE,FT NAVD88,M NAVD88,FLOODCLASS,STORMNAME,TYPE,STATIONLAT,STATIONLONG,REGION,YEAR,DOWNSTREAM KM
SEWELLS,11/12/09,7.74,1.87,MAJOR,NT209,NT,36.946667,-76.33,COASTAL,2009,532
RICHWEST,11/14/09,13.3,4.37,FLOOD,NT209,NT,37.563056,-77.547222,PIEDMONT,2009,354.6
RICHLOCKS,11/14/09,9.38,2.86,FLOOD,NT209,NT,37.525,-77.421111,PIEDMONT,2009,367.3
RICHWEST,12/10/09,13.74,4.5,FLOOD,NT210,NT,37.563056,-77.547222,PIEDMONT,2009,354.6
RICHLOCKS,12/10/09,8.85,2.7,FLOOD,NT210,NT,37.525,-77.421111,PIEDMONT,2009,367.3
RICHWEST,12/27/09,13.31,4.37,FLOOD,NT211,NT,37.563056,-77.547222,PIEDMONT,2009,354.6
RICHLOCKS,12/27/09,8.61,2.62,FLOOD,NT211,NT,37.525,-77.421111,PIEDMONT,2009,367.3
LICKRUN,1/25/10,18.58,5.66,FLOOD,NT212,NT,37.773611,-79.784444,MOUNTAIN,2010,0
BUCHANAN,1/26/10,20.19,6.15,FLOOD,NT212,NT,37.530556,-79.679167,MOUNTAIN,2010,57.7
HOLCOMBROCK,1/26/10,23.78,7.25,FLOOD,NT212,NT,37.501111,-79.262778,PIEDMONT,2010,112.3
BENTCREEK,1/26/10,16.85,5.14,FLOOD,NT212,NT,37.536111,-78.829722,PIEDMONT,2010,177.8
SCOTTSVILLE,1/26/10,22.1,6.74,MODERATE,NT212,NT,37.797222,-78.491667,PIEDMONT,2010,240.3
CARTERSVILLE,1/26/10,23.94,7.58,MODERATE,NT212,NT,37.670833,-78.086111,PIEDMONT,2010,291
RICHWEST,1/27/10,18.1,5.83,MODERATE,NT212,NT,37.563056,-77.547222,PIEDMONT,2010,354.6
RICHLOCKS,1/27/10,15.92,4.85,FLOOD,NT212,NT,37.525,-77.421111,PIEDMONT,2010,367.3
RICHWEST,3/15/10,13.38,4.39,FLOOD,NT213,NT,37.563056,-77.547222,PIEDMONT,2010,354.6
RICHLOCKS,3/15/10,8.82,2.69,FLOOD,NT213,NT,37.525,-77.421111,PIEDMONT,2010,367.3
BUCHANAN,6/14/10,16,4.88,ACTION,NT214,NT,37.530556,-79.679167,MOUNTAIN,2010,57.7
CARTERSVILLE,6/17/10,20.3,6.47,FLOOD,NT214,NT,37.670833,-78.086111,PIEDMONT,2010,291
RICHLOCKS,6/18/10,14.1,4.3,FLOOD,NT214,NT,37.525,-77.421111,PIEDMONT,2010,367.3
CARTERSVILLE,1/4/11,16.3,5.25,ACTION,NT215,NT,37.670833,-78.086111,PIEDMONT,2011,291
BUCHANAN,3/7/11,15.94,4.86,ACTION,NT216,NT,37.530556,-79.679167,MOUNTAIN,2011,57.7
RICHWEST,3/8/11,12.69,4.18,FLOOD,NT216,NT,37.563056,-77.547222,PIEDMONT,2011,354.6
CARTERSVILLE,3/11/11,18.97,6.06,ACTION,NT217,NT,37.670833,-78.086111,PIEDMONT,2011,291
RICHWEST,3/12/11,14.78,4.82,FLOOD,NT217,NT,37.563056,-77.547222,PIEDMONT,2011,354.6
RICHLOCKS,3/12/11,10.24,3.12,FLOOD,NT217,NT,37.525,-77.421111,PIEDMONT,2011,367.3
LICKRUN,4/17/11,14.76,4.5,ACTION,NT218,NT,37.773611,-79.784444,MOUNTAIN,2011,0
HOLCOMBROCK,4/17/11,20.68,6.3,ACTION,NT218,NT,37.501111,-79.262778,PIEDMONT,2011,112.3
SCOTTSVILLE,4/18/11,18.48,5.63,ACTION,NT218,NT,37.797222,-78.491667,PIEDMONT,2011,240.3
CARTERSVILLE,4/18/11,19.73,6.3,ACTION,NT218,NT,37.670833,-78.086111,PIEDMONT,2011,291
RICHWEST,4/18/11,15.07,4.91,MODERATE,NT218,NT,37.563056,-77.547222,PIEDMONT,2011,354.6
RICHLOCKS,4/18/11,10.52,3.21,FLOOD,NT218,NT,37.525,-77.421111,PIEDMONT,2011,367.3
SEWELLS,8/27/11,7.55,1.81,MAJOR,IRENE11,AH,36.946667,-76.33,COASTAL,2011,532
SEWELLS,10/29/11,5.34,1.14,FLOOD,NT219,NT,36.946667,-76.33,COASTAL,2011,532
LICKRUN,12/8/11,15.1,4.6,ACTION,NT220,NT,37.773611,-79.784444,MOUNTAIN,2011,0
HOLCOMBROCK,12/8/11,19.09,5.82,ACTION,NT220,NT,37.501111,-79.262778,PIEDMONT,2011,112.3
CARTERSVILLE,12/8/11,18.61,5.95,ACTION,NT220,NT,37.670833,-78.086111,PIEDMONT,2011,291
SCOTTSVILLE,12/9/11,17.28,5.27,ACTION,NT220,NT,37.797222,-78.491667,PIEDMONT,2011,240.3
RICHWEST,12/9/11,15.51,5.04,MODERATE,NT220,NT,37.563056,-77.547222,PIEDMONT,2011,354.6
RICHLOCKS,12/9/11,10.04,3.06,FLOOD,NT220,NT,37.525,-77.421111,PIEDMONT,2011,367.3
RICHWEST,3/3/12,13.24,4.35,FLOOD,NT221,NT,37.563056,-77.547222,PIEDMONT,2012,354.6
RICHLOCKS,3/17/12,17.8,5.43,FLOOD,NT222,NT,37.525,-77.421111,PIEDMONT,2012,367.3
BUCHANAN,3/30/12,16.5,5.03,ACTION,NT223,NT,37.530556,-79.679167,MOUNTAIN,2012,57.7
CARTERSVILLE,5/13/12,22.5,7.14,FLOOD,NT224,NT,37.670833,-78.086111,PIEDMONT,2012,291
SEWELLS,10/28/12,5.99,1.34,MODERATE,SANDY,AH,36.946667,-76.33,COASTAL,2012,532
SEWELLS,10/29/12,6.81,1.59,MAJOR,SANDY,AH,36.946667,-76.33,COASTAL,2012,532
RICHWEST,1/18/13,12.64,4.17,FLOOD,NT225,NT,37.563056,-77.547222,PIEDMONT,2013,354.6
LICKRUN,1/31/13,16.83,5.13,FLOOD,NT226,NT,37.773611,-79.784444,MOUNTAIN,2013,0
BUCHANAN,2/1/13,17.49,5.33,FLOOD,NT227,NT,37.530556,-79.679167,MOUNTAIN,2013,57.7
RICHWEST,2/2/13,14.95,4.87,FLOOD,NT227,NT,37.563056,-77.547222,PIEDMONT,2013,354.6
RICHLOCKS,2/2/13,8.95,2.73,FLOOD,NT227,NT,37.525,-77.421111,PIEDMONT,2013,367.3
SEWELLS,2/8/13,4.62,0.92,FLOOD,NT228,NT,36.946667,-76.33,COASTAL,2013,532
SEWELLS,3/6/13,5.47,1.18,FLOOD,NT229,NT,36.946667,-76.33,COASTAL,2013,532
LICKRUN,3/12/13,30.4,9.27,MAJOR,NT230,NT,37.773611,-79.784444,MOUNTAIN,2013,0
BUCHANAN,3/27/13,31,9.45,MAJOR,NT231,NT,37.530556,-79.679167,MOUNTAIN,2013,57.7
HOLCOMBROCK,3/28/13,31.3,9.54,MAJOR,NT231,NT,37.501111,-79.262778,PIEDMONT,2013,112.3
CARTERSVILLE,3/29/13,23.4,7.41,MODERATE,NT231,NT,37.670833,-78.086111,PIEDMONT,2013,291
RICHLOCKS,3/30/13,17.5,5.33,FLOOD,NT231,NT,37.525,-77.421111,PIEDMONT,2013,367.3
LICKRUN,5/8/13,17.29,5.27,FLOOD,NT232,NT,37.773611,-79.784444,MOUNTAIN,2013,0
BUCHANAN,5/8/13,19.57,5.96,FLOOD,NT232,NT,37.530556,-79.679167,MOUNTAIN,2013,57.7
HOLCOMBROCK,5/8/13,21.71,6.62,ACTION,NT232,NT,37.501111,-79.262778,PIEDMONT,2013,112.3
BENTCREEK,5/8/13,15.15,4.62,ACTION,NT232,NT,37.536111,-78.829722,PIEDMONT,2013,177.8
SCOTTSVILLE,5/9/13,19.39,5.91,ACTION,NT232,NT,37.797222,-78.491667,PIEDMONT,2013,240.3
CARTERSVILLE,5/9/13,19.69,6.28,ACTION,NT232,NT,37.670833,-78.086111,PIEDMONT,2013,291
RICHWEST,5/9/13,15,4.89,MODERATE,NT232,NT,37.563056,-77.547222,PIEDMONT,2013,354.6
RICHLOCKS,5/10/13,10.81,3.29,FLOOD,NT232,NT,37.525,-77.421111,PIEDMONT,2013,367.3
RICHWEST,5/1/14,14.92,4.86,FLOOD,NT233,NT,37.563056,-77.547222,PIEDMONT,2014,354.6
RICHLOCKS,5/1/14,10.76,3.28,FLOOD,NT233,NT,37.525,-77.421111,PIEDMONT,2014,367.3
SCOTTSVILLE,5/16/14,16.38,4.99,ACTION,NT234,NT,37.797222,-78.491667,PIEDMONT,2014,240.3
CARTERSVILLE,5/16/14,20.5,6.53,FLOOD,NT234,NT,37.670833,-78.086111,PIEDMONT,2014,291
RICHWEST,5/17/14,15.36,4.99,MODERATE,NT234,NT,37.563056,-77.547222,PIEDMONT,2014,354.6
RICHLOCKS,5/17/14,11.45,3.49,FLOOD,NT234,NT,37.525,-77.421111,PIEDMONT,2014,367.3
BUCHANAN,2/2/15,20,6.1,FLOOD,NT235,NT,37.530556,-79.679167,MOUNTAIN,2015,57.7
CARTERSVILLE,2/4/15,20.6,6.56,FLOOD,NT235,NT,37.670833,-78.086111,PIEDMONT,2015,291
RICHLOCKS,2/6/15,14.8,4.51,FLOOD,NT235,NT,37.525,-77.421111,PIEDMONT,2015,367.3
BUCHANAN,3/6/15,16.6,5.06,ACTION,NT235,NT,37.530556,-79.679167,MOUNTAIN,2015,57.7
HOLCOMBROCK,3/6/15,18.21,5.55,ACTION,NT235,NT,37.501111,-79.262778,PIEDMONT,2015,112.3
SCOTTSVILLE,3/6/15,15.91,4.85,ACTION,NT235,NT,37.797222,-78.491667,PIEDMONT,2015,240.3
CARTERSVILLE,3/7/15,15.9,5.13,ACTION,NT235,NT,37.670833,-78.086111,PIEDMONT,2015,291
RICHWEST,3/7/15,12.71,4.19,FLOOD,NT235,NT,37.563056,-77.547222,PIEDMONT,2015,354.6
RICHLOCKS,3/7/15,6.95,2.12,ACTION,NT235,NT,37.525,-77.421111,PIEDMONT,2015,367.3
RICHWEST,4/22/15,12.18,4.03,FLOOD,NT236,NT,37.563056,-77.547222,PIEDMONT,2015,354.6
RICHLOCKS,4/22/15,6.97,2.12,ACTION,NT236,NT,37.525,-77.421111,PIEDMONT,2015,367.3
SEWELLS,9/26/15,5.24,1.11,FLOOD,NT237,NT,36.946667,-76.33,COASTAL,2015,532
FTMONROE,9/26/15,5.21,1.07,FLOOD,NT237,NT,37.001944,-76.315,COASTAL,2015,538.5
RICHWEST,10/1/15,10.56,3.53,ACTION,NT238,NT,37.563056,-77.547222,PIEDMONT,2015,354.6
CARTERSVILLE,10/2/15,18.4,5.89,ACTION,NT238,NT,37.670833,-78.086111,PIEDMONT,2015,291
SEWELLS,10/2/15,6.2,1.4,MODERATE,NT238,NT,36.946667,-76.33,COASTAL,2015,532
FTMONROE,10/2/15,6.21,1.37,MODERATE,NT238,NT,37.001944,-76.315,COASTAL,2015,538.5
RICHWEST,10/4/15,11.2,3.73,ACTION,NT238,NT,37.563056,-77.547222,PIEDMONT,2015,354.6
RICHLOCKS,10/4/15,7.43,2.26,ACTION,NT238,NT,37.525,-77.421111,PIEDMONT,2015,367.3
JAMESTOWN,10/4/15,6.27,1.54,MAJOR,NT238,NT,37.220139,-76.791453,COASTAL,2015,469.3
SEWELLS,10/4/15,6.5,1.49,FLOOD,NT238,NT,36.946667,-76.33,COASTAL,2015,532
FTMONROE,10/4/15,6.42,1.44,MODERATE,NT238,NT,37.001944,-76.315,COASTAL,2015,538.5
RICHWEST,12/25/15,10.57,3.53,ACTION,NT239,NT,37.563056,-77.547222,PIEDMONT,2015,354.6
SEWELLS,1/23/16,5.29,1.12,FLOOD,NT240,NT,36.946667,-76.33,COASTAL,2016,532
FTMONROE,1/23/16,5.29,1.09,FLOOD,NT240,NT,37.001944,-76.315,COASTAL,2016,538.5
LICKRUN,2/3/16,12.51,3.81,ACTION,NT241,NT,37.773611,-79.784444,MOUNTAIN,2016,0
RICHWEST,2/5/16,12.02,3.98,FLOOD,NT241,NT,37.563056,-77.547222,PIEDMONT,2016,354.6
JAMESTOWN,2/9/16,4.28,0.93,FLOOD,NT241,NT,37.220139,-76.791453,COASTAL,2016,469.3
SEWELLS,2/9/16,4.93,1.01,FLOOD,NT241,NT,36.946667,-76.33,COASTAL,2016,532
FTMONROE,2/9/16,4.98,1,FLOOD,NT241,NT,37.001944,-76.315,COASTAL,2016,538.5
CARTERSVILLE,2/25/16,16.72,5.38,ACTION,NT242,NT,37.670833,-78.086111,PIEDMONT,2016,291
RICHWEST,2/25/16,13.4,4.4,FLOOD,NT242,NT,37.563056,-77.547222,PIEDMONT,2016,354.6
RICHLOCKS,2/25/16,7.91,2.41,ACTION,NT242,NT,37.525,-77.421111,PIEDMONT,2016,367.3
LICKRUN,3/5/16,13.93,4.25,ACTION,NT243,NT,37.773611,-79.784444,MOUNTAIN,2016,0
SEWELLS,5/5/16,5.13,1.07,MODERATE,NT244,NT,36.946667,-76.33,COASTAL,2016,532
FTMONROE,5/5/16,5.13,1.04,FLOOD,NT244,NT,37.001944,-76.315,COASTAL,2016,538.5
LICKRUN,6/24/16,22.84,6.96,MODERATE,NT245,NT,37.773611,-79.784444,MOUNTAIN,2016,0
BUCHANAN,6/24/16,20.33,6.2,FLOOD,NT245,NT,37.530556,-79.679167,MOUNTAIN,2016,57.7
HOLCOMBROCK,6/24/16,19.36,5.9,ACTION,NT245,NT,37.501111,-79.262778,PIEDMONT,2016,112.3
SCOTTSVILLE,6/25/16,16.36,4.99,ACTION,NT245,NT,37.797222,-78.491667,PIEDMONT,2016,240.3
JAMESTOWN,9/3/16,5.4,1.27,MAJOR,HERMINE16,GH,37.220139,-76.791453,COASTAL,2016,469.3
SEWELLS,9/3/16,6.16,1.39,FLOOD,HERMINE16,GH,36.946667,-76.33,COASTAL,2016,532
FTMONROE,9/3/16,6.03,1.32,MODERATE,HERMINE16,GH,37.001944,-76.315,COASTAL,2016,538.5
SEWELLS,9/29/16,4.95,1.02,FLOOD,NT246,NT,36.946667,-76.33,COASTAL,2016,532
SEWELLS,10/1/16,4.62,0.92,MODERATE,NT246,NT,36.946667,-76.33,COASTAL,2016,532
JAMESTOWN,10/9/16,4.96,1.14,MODERATE,MATTHEW,AH,37.220139,-76.791453,COASTAL,2016,469.3
SEWELLS,10/9/16,5.86,1.3,FLOOD,MATTHEW,AH,36.946667,-76.33,COASTAL,2016,532
FTMONROE,10/9/16,5.63,1.2,MODERATE,MATTHEW,AH,37.001944,-76.315,COASTAL,2016,538.5
JAMESTOWN,12/6/16,3.83,0.79,ACTION,NT247,NT,37.220139,-76.791453,COASTAL,2016,469.3
JAMESTOWN,1/24/17,4.07,0.87,FLOOD,NT248,NT,37.220139,-76.791453,COASTAL,2017,469.3
SEWELLS,1/24/17,4.91,1.01,FLOOD,NT248,NT,36.946667,-76.33,COASTAL,2017,532
FTMONROE,1/24/17,4.79,0.94,FLOOD,NT248,NT,37.001944,-76.315,COASTAL,2017,538.5
BUCHANAN,3/5/17,17.7,5.39,FLOOD,NT249,NT,37.530556,-79.679167,MOUNTAIN,2017,57.7
CARTERSVILLE,3/6/17,19.9,6.35,ACTION,NT249,NT,37.670833,-78.086111,PIEDMONT,2017,291
RICHLOCKS,3/6/17,14.1,4.3,FLOOD,NT249,NT,37.525,-77.421111,PIEDMONT,2017,367.3
LICKRUN,5/5/17,12.24,3.73,ACTION,NT250,NT,37.773611,-79.784444,MOUNTAIN,2017,0
HOLCOMBROCK,5/5/17,18.17,5.54,ACTION,NT250,NT,37.501111,-79.262778,PIEDMONT,2017,112.3
BUCHANAN,5/6/17,15.24,4.65,ACTION,NT250,NT,37.530556,-79.679167,MOUNTAIN,2017,57.7
SCOTTSVILLE,5/6/17,16.98,5.18,ACTION,NT250,NT,37.797222,-78.491667,PIEDMONT,2017,240.3
CARTERSVILLE,5/6/17,18.16,5.82,ACTION,NT250,NT,37.670833,-78.086111,PIEDMONT,2017,291
RICHWEST,5/7/17,13.92,4.56,FLOOD,NT250,NT,37.563056,-77.547222,PIEDMONT,2017,354.6
RICHLOCKS,5/7/17,9.14,2.79,FLOOD,NT250,NT,37.525,-77.421111,PIEDMONT,2017,367.3
JAMESTOWN,5/13/17,4.05,0.86,FLOOD,NT251,NT,37.220139,-76.791453,COASTAL,2017,469.3
BUCHANAN,5/25/17,17.43,5.31,FLOOD,NT252,NT,37.530556,-79.679167,MOUNTAIN,2017,57.7
HOLCOMBROCK,5/25/17,20.11,6.13,ACTION,NT252,NT,37.501111,-79.262778,PIEDMONT,2017,112.3
SCOTTSVILLE,5/26/17,18.02,5.49,ACTION,NT252,NT,37.797222,-78.491667,PIEDMONT,2017,240.3
RICHWEST,5/27/17,14.27,4.66,FLOOD,NT252,NT,37.563056,-77.547222,PIEDMONT,2017,354.6
RICHLOCKS,5/27/17,10.15,3.09,FLOOD,NT252,NT,37.525,-77.421111,PIEDMONT,2017,367.3
JAMESTOWN,6/7/17,4.11,0.88,FLOOD,NT253,NT,37.220139,-76.791453,COASTAL,2017,469.3
SEWELLS,7/29/17,4.59,0.91,FLOOD,NT254,NT,36.946667,-76.33,COASTAL,2017,532
FTMONROE,7/29/17,4.51,0.85,FLOOD,NT254,NT,37.001944,-76.315,COASTAL,2017,538.5
JAMESTOWN,7/30/17,4.08,0.87,FLOOD,NT254,NT,37.220139,-76.791453,COASTAL,2017,469.3
JAMESTOWN,8/29/17,4.33,0.94,FLOOD,NT255,NT,37.220139,-76.791453,COASTAL,2017,469.3
SEWELLS,8/29/17,5.23,1.1,FLOOD,NT255,NT,36.946667,-76.33,COASTAL,2017,532
FTMONROE,8/29/17,5.03,1.01,FLOOD,NT255,NT,37.001944,-76.315,COASTAL,2017,538.5
JAMESTOWN,9/19/17,4.27,0.93,FLOOD,JOSE,BY,37.220139,-76.791453,COASTAL,2017,469.3
SEWELLS,9/19/17,5.23,1.1,FLOOD,JOSE,BY,36.946667,-76.33,COASTAL,2017,532
FTMONROE,9/19/17,5.14,1.05,FLOOD,JOSE,BY,37.001944,-76.315,COASTAL,2017,538.5
SEWELLS,11/8/17,4.9,1,FLOOD,NT256,NT,36.946667,-76.33,COASTAL,2017,532
FTMONROE,11/8/17,4.82,0.95,FLOOD,NT256,NT,37.001944,-76.315,COASTAL,2017,538.5
JAMESTOWN,11/9/17,4.07,0.87,FLOOD,NT256,NT,37.220139,-76.791453,COASTAL,2017,469.3
SCOTTSVILLE,2/11/18,17.55,5.35,ACTION,NT257,NT,37.797222,-78.491667,PIEDMONT,2018,240.3
CARTERSVILLE,2/12/18,20.58,6.55,FLOOD,NT257,NT,37.670833,-78.086111,PIEDMONT,2018,291
RICHWEST,2/12/18,15.4,5.01,MODERATE,NT257,NT,37.563056,-77.547222,PIEDMONT,2018,354.6
RICHLOCKS,2/12/18,11.25,3.43,FLOOD,NT257,NT,37.525,-77.421111,PIEDMONT,2018,367.3
SEWELLS,3/4/18,4.73,0.95,FLOOD,NT258,NT,36.946667,-76.33,COASTAL,2018,532
JAMESTOWN,3/7/18,4.35,0.95,FLOOD,NT258,NT,37.220139,-76.791453,COASTAL,2018,469.3
SEWELLS,3/7/18,4.72,0.95,FLOOD,NT258,NT,36.946667,-76.33,COASTAL,2018,532
FTMONROE,3/7/18,4.71,0.92,FLOOD,NT258,NT,37.001944,-76.315,COASTAL,2018,538.5
BUCHANAN,3/14/18,17.3,5.27,FLOOD,NT259,NT,37.530556,-79.679167,MOUNTAIN,2018,57.7
SEWELLS,3/20/18,4.96,1.02,FLOOD,NT259,NT,36.946667,-76.33,COASTAL,2018,532
FTMONROE,3/20/18,4.88,0.97,FLOOD,NT259,NT,37.001944,-76.315,COASTAL,2018,538.5
JAMESTOWN,3/21/18,4.15,0.89,FLOOD,NT259,NT,37.220139,-76.791453,COASTAL,2018,469.3
LICKRUN,4/16/18,17.24,5.25,FLOOD,NT260,NT,37.773611,-79.784444,MOUNTAIN,2018,0
FTMONROE,4/16/18,4.14,0.74,ACTION,NT260,NT,37.001944,-76.315,COASTAL,2018,538.5
BUCHANAN,4/17/18,18.07,5.51,FLOOD,NT260,NT,37.530556,-79.679167,MOUNTAIN,2018,57.7
HOLCOMBROCK,4/17/18,20.84,6.35,ACTION,NT260,NT,37.501111,-79.262778,PIEDMONT,2018,112.3
SCOTTSVILLE,4/17/18,18.02,5.49,ACTION,NT260,NT,37.797222,-78.491667,PIEDMONT,2018,240.3
CARTERSVILLE,4/18/18,17.61,5.65,ACTION,NT260,NT,37.670833,-78.086111,PIEDMONT,2018,291
RICHWEST,4/18/18,13.64,4.47,FLOOD,NT260,NT,37.563056,-77.547222,PIEDMONT,2018,354.6
RICHLOCKS,4/18/18,8.67,2.64,FLOOD,NT260,NT,37.525,-77.421111,PIEDMONT,2018,367.3
CARTERSVILLE,4/22/18,17,5.46,ACTION,NT260,NT,37.670833,-78.086111,PIEDMONT,2018,291
CARTERSVILLE,5/19/18,18.72,5.99,ACTION,NT261,NT,37.670833,-78.086111,PIEDMONT,2018,291
FTMONROE,5/19/18,4.14,0.74,ACTION,NT261,NT,37.001944,-76.315,COASTAL,2018,538.5
RICHWEST,5/20/18,14.67,4.78,FLOOD,NT261,NT,37.563056,-77.547222,PIEDMONT,2018,354.6
RICHLOCKS,5/20/18,10.87,3.31,FLOOD,NT261,NT,37.525,-77.421111,PIEDMONT,2018,367.3
RICHWEST,6/1/18,11.33,3.77,ACTION,NT262,NT,37.563056,-77.547222,PIEDMONT,2018,354.6
SEWELLS,6/11/18,4.68,0.94,FLOOD,NT263,NT,36.946667,-76.33,COASTAL,2018,532
FTMONROE,6/11/18,4.75,0.93,FLOOD,NT263,NT,37.001944,-76.315,COASTAL,2018,538.5
FTMONROE,7/12/18,4.18,0.75,ACTION,CHRIS18,AT,37.001944,-76.315,COASTAL,2018,538.5
FTMONROE,7/21/18,4.04,0.71,ACTION,NT264,NT,37.001944,-76.315,COASTAL,2018,538.5
SEWELLS,9/9/18,5.16,1.08,FLOOD,NT265,NT,36.946667,-76.33,COASTAL,2018,532
FTMONROE,9/9/18,5.13,1.04,FLOOD,NT265,NT,37.001944,-76.315,COASTAL,2018,538.5
SEWELLS,9/13/18,4.71,0.95,FLOOD,FLORENCE,AT,36.946667,-76.33,COASTAL,2018,532
FTMONROE,9/13/18,4.59,0.88,FLOOD,FLORENCE,AT,37.001944,-76.315,COASTAL,2018,538.5
CARTERSVILLE,9/18/18,20.02,6.38,FLOOD,FLORENCE,AT,37.670833,-78.086111,PIEDMONT,2018,291
RICHWEST,9/19/18,15.12,4.92,MODERATE,FLORENCE,AT,37.563056,-77.547222,PIEDMONT,2018,354.6
RICHLOCKS,9/19/18,10.99,3.35,FLOOD,FLORENCE,AT,37.525,-77.421111,PIEDMONT,2018,367.3
FTMONROE,9/24/18,4.37,0.81,ACTION,NT266,NT,37.001944,-76.315,COASTAL,2018,538.5
CARTERSVILLE,9/29/18,17.77,5.7,ACTION,NT267,NT,37.670833,-78.086111,PIEDMONT,2018,291
RICHWEST,9/30/18,13.7,4.49,FLOOD,NT267,NT,37.563056,-77.547222,PIEDMONT,2018,354.6
RICHLOCKS,9/30/18,9.07,2.76,FLOOD,NT267,NT,37.525,-77.421111,PIEDMONT,2018,367.3
SEWELLS,10/11/18,4.68,0.94,FLOOD,MICHAEL,GH,36.946667,-76.33,COASTAL,2018,532
CARTERSVILLE,10/12/18,19.13,6.11,ACTION,MICHAEL,GH,37.670833,-78.086111,PIEDMONT,2018,291
FTMONROE,10/12/18,4.61,0.89,FLOOD,MICHAEL,GH,37.001944,-76.315,COASTAL,2018,538.5
RICHWEST,10/13/18,15.02,4.89,MODERATE,MICHAEL,GH,37.563056,-77.547222,PIEDMONT,2018,354.6
RICHLOCKS,10/13/18,11.45,3.49,FLOOD,MICHAEL,GH,37.525,-77.421111,PIEDMONT,2018,367.3
FTMONROE,10/26/18,4.24,0.77,ACTION,NT268,NT,37.001944,-76.315,COASTAL,2018,538.5
CARTERSVILLE,11/16/18,17.97,5.76,ACTION,NT269,NT,37.670833,-78.086111,PIEDMONT,2018,291
RICHWEST,11/17/18,14.22,4.65,FLOOD,NT269,NT,37.563056,-77.547222,PIEDMONT,2018,354.6
RICHLOCKS,11/17/18,10.01,3.05,FLOOD,NT269,NT,37.525,-77.421111,PIEDMONT,2018,367.3
RICHWEST,11/25/18,9.92,3.34,ACTION,NT270,NT,37.563056,-77.547222,PIEDMONT,2018,354.6
FTMONROE,11/26/18,4.25,0.78,ACTION,NT270,NT,37.001944,-76.315,COASTAL,2018,538.5
SEWELLS,12/9/18,4.56,0.9,FLOOD,NT271,NT,36.946667,-76.33,COASTAL,2018,532
FTMONROE,12/9/18,4.4,0.82,ACTION,NT271,NT,37.001944,-76.315,COASTAL,2018,538.5
CARTERSVILLE,12/16/18,17.06,5.48,ACTION,NT272,NT,37.670833,-78.086111,PIEDMONT,2018,291
RICHWEST,12/17/18,13.78,4.51,FLOOD,NT272,NT,37.563056,-77.547222,PIEDMONT,2018,354.6
RICHLOCKS,12/17/18,9.7,2.96,FLOOD,NT272,NT,37.525,-77.421111,PIEDMONT,2018,367.3
CARTERSVILLE,12/22/18,19.98,6.37,ACTION,NT273,NT,37.670833,-78.086111,PIEDMONT,2018,291
RICHWEST,12/22/18,15.15,4.93,MODERATE,NT273,NT,37.563056,-77.547222,PIEDMONT,2018,354.6
RICHLOCKS,12/22/18,11.57,3.53,FLOOD,NT273,NT,37.525,-77.421111,PIEDMONT,2018,367.3
CARTERSVILLE,12/29/18,15.06,4.87,ACTION,NT274,NT,37.670833,-78.086111,PIEDMONT,2018,291
RICHWEST,12/29/18,12.57,4.14,FLOOD,NT274,NT,37.563056,-77.547222,PIEDMONT,2018,354.6
RICHLOCKS,12/29/18,7.43,2.26,ACTION,NT274,NT,37.525,-77.421111,PIEDMONT,2018,367.3
BUCHANAN,1/3/19,18.5,5.64,FLOOD,,NT,37.530556,-79.679167,MOUNTAIN,2019,57.7
CARTERSVILLE,1/4/19,23,7.29,MODERATE,,NT,37.670833,-78.086111,PIEDMONT,2019,291
RICHLOCKS,1/5/19,17.2,5.24,FLOOD,,NT,37.525,-77.421111,PIEDMONT,2019,367.3
RICHWEST,1/22/19,10.76,3.59,ACTION,,NT,37.563056,-77.547222,PIEDMONT,2019,354.6
RICHWEST,1/26/19,11.17,3.72,ACTION,,NT,37.563056,-77.547222,PIEDMONT,2019,354.6
BUCHANAN,2/24/19,17.95,5.47,FLOOD,,NT,37.530556,-79.679167,MOUNTAIN,2019,57.7
HOLCOMBROCK,2/24/19,20.27,6.18,ACTION,,NT,37.501111,-79.262778,PIEDMONT,2019,112.3
SCOTTSVILLE,2/24/19,19.49,5.94,ACTION,,NT,37.797222,-78.491667,PIEDMONT,2019,240.3
CARTERSVILLE,2/25/19,21.27,6.77,FLOOD,,NT,37.670833,-78.086111,PIEDMONT,2019,291
RICHWEST,2/25/19,16.22,5.26,MODERATE,,NT,37.563056,-77.547222,PIEDMONT,2019,354.6
RICHLOCKS,2/26/19,13,3.96,FLOOD,,NT,37.525,-77.421111,PIEDMONT,2019,367.3
RICHWEST,3/5/19,11.63,3.86,ACTION,,NT,37.563056,-77.547222,PIEDMONT,2019,354.6
CARTERSVILLE,3/22/19,15.43,4.99,ACTION,,NT,37.670833,-78.086111,PIEDMONT,2019,291
RICHWEST,3/22/19,12.78,4.21,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2019,354.6
RICHLOCKS,3/22/19,7.8,2.38,ACTION,,NT,37.525,-77.421111,PIEDMONT,2019,367.3
RICHWEST,4/16/19,11.88,3.93,ACTION,,NT,37.563056,-77.547222,PIEDMONT,2019,354.6
RICHWEST,4/21/19,12.35,4.08,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2019,354.6
JAMESTOWN,5/13/19,4.17,0.9,FLOOD,,NT,37.220139,-76.791453,COASTAL,2019,469.3
